a1,a2,a3,a4,a5,a6,a7,a8
16-Jan-2020,0.00105081487874627,0.00118039838209085,0.00143731700618542,0.00176790132576581,0.00397037861558541,0.00258656665689385,0.00421087293512373
15-Jan-2020,0.00106414794075049,0.00119045133972791,0.00147236954738837,0.00180628893731461,0.00400720718195535,0.00261824469833808,0.00422583860329695
14-Jan-2020,0.00106831455777669,0.00119625828952842,0.00146567819667803,0.00180796149059078,0.00401349368497605,0.00262663078781506,0.00424413766956422
13-Jan-2020,0.00105581474797559,0.00117883712233154,0.00145234601495566,0.00179128117969064,0.00399425381634936,0.00258641823962895,0.0041868501763962
10-Jan-2020,0.0010566481299418,0.00117803023027929,0.00145067573724902,0.00178794003426761,0.00401561483923888,0.0025703825596091,0.00418766580970048
09-Jan-2020,0.00106331470596756,0.00118469689823358,0.00145734333271397,0.00179461051252248,0.00384428981553834,0.00282985606999545,0.00421835890767564
08-Jan-2020,0.0010458149883729,0.00116227567413232,0.00149246002224865,0.00171939280155801,0.00412789436539911,0.00238932595118482,0.00415959565791288
07-Jan-2020,0.00105748159634494,0.00117722356027376,0.00151247717886739,0.001726038744655,0.00414754155592375,0.0025493297879262,0.00422233349020611
06-Jan-2020,0.00105164804646895,0.00116974984628697,0.00150079837868143,0.0017243883995096,0.00399002568362385,0.00260328782304321,0.00418683921774222
03-Jan-2020,0.00105164838979761,0.0011697496561305,0.00150079843082014,0.0017243882000831,0.00407800339485514,0.00251471896093376,0.00418677970850794
02-Jan-2020,0.00104748178882338,0.00116394215042015,0.00149412697972291,0.00172106050370693,0.00387822879429218,0.00264697331137951,0.00416512669988911
31-Dec-2019,0.00105248140769902,0.00116894237550755,0.00150079815391815,0.00172438978623367,0.00330963275486939,0.00328835963289279,0.00418740604696625
30-Dec-2019,0.0010524813499026,0.00116894246832875,0.00150079814120429,0.00172438962079048,0.00332845745785422,0.00327232635532167,0.00418820072501919
27-Dec-2019,0.00104081504008684,0.00115399521721926,0.00148245112662763,0.0017912748644002,0.00401438021411899,0.00260230754880009,0.00416483398098433
26-Dec-2019,0.00105414800301695,0.00116076747061255,0.0014924526654384,0.00180629428585473,0.00404286230436242,0.00263536223758715,0.00421002839781248
24-Dec-2019,0.001066647891777,0.00116506596614536,0.00150078735265474,0.0018046039372356,0.00402064817082278,0.00262363915965643,0.00420247241830079
23-Dec-2019,0.00105914788167592,0.00115920618281581,0.00150080084751788,0.0018112975060774,0.00403742179846566,0.00261853851870784,0.00420583890262814
20-Dec-2019,0.00106331454106819,0.0011617327162362,0.00150413478978279,0.00180961773427952,0.0040286149067681,0.0026484077998792,0.00422383080059445
19-Dec-2019,0.00107664778187518,0.00117834681752047,0.00151078592685137,0.00183299069978041,0.0042070800517738,0.00271373095546639,0.00428610208988129
18-Dec-2019,0.00107998115936374,0.00117839954501296,0.00153082652185293,0.00183129620766944,0.00420539085781111,0.00273178357544108,0.00430773965964323
17-Dec-2019,0.0010708144984406,0.00117087310345349,0.0015174807925345,0.00182296363938327,0.00399842218750231,0.00281410333200676,0.00426470488673766
16-Dec-2019,0.00106581451363939,0.00116915375342878,0.0015108062875823,0.00181294674157355,0.00413417063620284,0.00261102413704364,0.00418078409703143
13-Dec-2019,0.00107248113856486,0.00117910144950246,0.00152415236423772,0.00182629157547861,0.00348830518093769,0.00340256912040846,0.00429136888506364
12-Dec-2019,0.00106998103826761,0.00117824129804416,0.00152248523964646,0.00182462599051403,0.0041337358031124,0.0027345886260761,0.00428506398257647
11-Dec-2019,0.00105998145423111,0.00117152235303892,0.00150746924125625,0.00181295088622121,0.0041596991243048,0.00256428104182734,0.00423876888847379
10-Dec-2019,0.00106664800978802,0.00118146945994072,0.00152248540702861,0.00172936281705994,0.0041961489417851,0.00260209464425843,0.00424860109633973
09-Dec-2019,0.00106414806343389,0.00118060995818967,0.0015191481819282,0.00172936783367172,0.00433694336439097,0.00242460244850009,0.00424038558530986
06-Dec-2019,0.00105998136837315,0.001181364074644,0.00151581101980519,0.00172937369243995,0.00350382191922017,0.00323360634618411,0.00423173277478049
05-Dec-2019,0.00110414742124778,0.0012304526197606,0.00158587191972075,0.00175263466900077,0.00409298419337176,0.00331725037175534,0.00444478407850166
04-Dec-2019,0.00105748167506362,0.00118050477531171,0.00151414418925086,0.00172770508138714,0.00415338980860028,0.00256737878509802,0.00422703979574405
03-Dec-2019,0.00111248064012917,0.001243707575714,0.00152321149052691,0.00177692245525565,0.00417801578611261,0.00269489280983743,0.0042874322725389
02-Dec-2019,0.00107831448885584,0.00120625864512265,0.00147735013477366,0.00172604614966293,0.00404362933539783,0.00269431700575473,0.00422966637623525
